defined_meaning_id	GROUP_CONCAT(uw_expression.spelling SEPARATOR ',')
159235	clanger,gaffe,blunder
159243	walkthrough
159253	funeral
159282	memorial service
159289	Bali
159359	difficult
159389	guinea pig
159402	Luna
159413	yuan
159427	internecine
159429	internecine
159433	superficial,shallow
159440	instep
159443	journalist,commentator
159451	contango
159477	missing link
159481	espresso
159493	moka machine,moka pot
159502	coffee percolator
159516	ditto
159525	urgence,urgency
159533	crossbow
159552	surroundings
159556	reanimate
159562	resuscitate
159566	boot
159569	germanium
159641	zebrafish
159651	E
159654	minnow
159656	minnow,Eurasian minnow
159664	thaumaturgy
159707	Kado
159714	violence
159718	violence
159721	putschist
159725	shipwreck
159733	reconcile,make up
159746	stock option
159753	call option
159757	put option
159761	ineligibility
159767	infield
159769	infield
159772	oyster
159776	obese,fat
159780	barn doors
159783	prosthesis
159787	airbag,air bag,inflatable safety bag,air bag cushion
159792	mannequin,model
159818	xenophobic
159828	krypton
159848	xenon
159900	semi-detached
159903	acoustically
159925	hafnium
159955	guarantee
159969	freedom of speech,free speech
160019	lanthanide
160069	globular cluster
160082	hassium
160089	star cluster,cluster
160091	cluster
160096	nadir
160099	nadir
160105	placate,mollify
160132	Chickasaw
160140	cap
160142	cap
160147	ice skate
160152	drill
160159	stand up
160178	tellurium
160201	polonium
160221	indium
160247	bain-marie
160259	yo-yo
160271	ant
160279	Baghdad
160300	broken
160307	Bulgaria,Republic of Bulgaria
160329	Chechen
160337	Chuvash,Chttash,Chuwash,Chovash,Chavash
160351	closed
160368	bare,nude,naked
160374	world war
160391	minute
160397	address
160405	Mars
160407	Mars
160411	ninety-nine
160433	tinkle,wee,make,urinate,pee,micturate,piss
160442	sod off,go away,clear off,piss off,fuck off
160449	stop it
160464	holmium
160481	games
160500	primary care
160503	iridium
160513	heart attack
160517	thrombus,blood clot
160539	toy
160592	parhelion,sun dog,sundog
160612	typhoid fever
160620	Northern Europe
160649	mashed potatos,mashed potatoes
160661	potato
160782	liter,litre
160799	acre
160808	dozen
160820	watt
160830	potato in the skin
160850	piece
160854	baker's dozen
160876	mm
160927	empower
160941	nix
160966	lanthanum
161128	boxes
161148	Jerusalem artichoke
161168	earthnut,goober,pinda,jack nut,monkey nut,peanut,groundnut
161203	elephantiasis,elephant disease
161207	peanut butter
161308	translation
161327	strawberry
161353	lawrencium
161386	despair
161391	actor,player
161396	actress
161402	dismay,advise against,dissuade
161406	Gẽ,Gen-Gbe,Gen
161415	stamp
161474	medical doctor,doctor,physician
161480	doctor
161542	shell
161556	pilot light
161590	doctoress
161641	photograph,take a picture
161647	eye
161654	mouth
161662	bump
161681	ground,soil
161692	result,solution,resolution,solvent
161699	nape of the neck
161705	driver,motorist
161713	strange,odd
161718	driver
161727	driver,motorist
161745	electrical,electric
161754	phone,ring up,call up,call,ring,telephone
161761	phone,speak on the phone,telephone
161765	hope
161769	prevaricate,lie
161786	hurt
161806	hide out,hide
161851	coat,jacket
161916	bell
161929	lutetium,cassiopeium
331877	shit
331881	bellwether
331884	bellwether
331892	early
331949	entrance
331957	googol
331963	anytime
331969	shipping,navigation
332000	mouth
332012	Mund
332058	candlelight
332061	spark plug
332125	feces,faeces,fæces,crap,excrement,poo,poop,fecal matter,shit
332137	make,crap,take a shit,take a crap,stool,shit,ca-ca,defecate,defæcate
332163	jerk,asshole,arsehole,bastard,ass,shit
332170	holy shit,shit
332177	bullshit,rubbish,shit
332199	babble,gibberish,nonsense
332220	mister
332251	sandwich
332265	hamburger,hamburger sandwich,hamburg,burger
332320	manganese
332390	toaster
332431	hamburger,hamburger patty
332437	condiment
332461	dogpile,dog shit
332494	shipwrecked person
332561	shipwrecked person,shipwrecked male
332564	shipwrecked person,shipwrecked female
332649	intend,think,mean
332698	Gilaki
332788	pass around,spread,distribuite,pass on,circulate
332801	computer keyboard,keyboard
332804	keyboard
332807	keyboard
332865	amp,ampere
332891	ohm
332914	volt
332940	unbreakable
332948	voltmeter
332968	ohmmeter
332986	ammeter
333006	multimeter
333024	hertz
333058	tesla
333088	joule
333116	small calorie,gram calorie,calorie
333136	specific heat,specific heat capacity
333168	kelvin
333200	axe,ax
333236	another
333247	meitnerium
333322	ago
333350	better
333366	kumquat
333399	along
333407	control
333455	beard
333466	compare
333504	sharp-witted,quick-witted,clever,bright,intelligent,smart,witty
333539	bright,luminous,radiant
333555	assuage,pacify,soothe
333562	assuage,calm,mitigate,relieve
333576	careless
333586	break
333618	destroy
333652	page
333730	someone,somebody,person,individual
333787	chastise,castigate,punish
333811	own,possess
333851	decide,determine
333857	phobia
333887	everybody,everyone
333916	convenient,easy,simple
333942	wish
333981	neither
333997	nothing
334043	none
334056	cargo ship,freighter
334089	sailing vessel,sailing ship,sail
334158	lung
334303	comport,behave
334412	between
334449	born
334481	bottom
334497	besides
334503	bring,convey,take
334554	around
334558	aught,anything
334562	away,absent,gone
334587	half-moon,half moon
334599	crescent-shaped
334648	go
334680	great
334700	Black Forest
334719	from
334723	provenance
334733	procure,obtain,get,acquire
334766	amputation
334831	go
334889	mix
334925	chase,pursue
334946	opportunity,chance,possibility
334982	hold,contain,bear,enclose,carry
334990	wise
335013	doleful,dolorous,unhappy,sad
335025	physicist
335053	park
335088	partner
335094	mendelevium
335158	curfew
335180	care,health care
335208	close
335242	cautious,careful
335263	carry
335287	slow
335306	grab,take hold of,catch
335437	shortly,presently,soon,speedily
335477	children
335497	crash
335501	clean
335512	crash
335526	clear,clarify
335540	polite,courtly,courteous
335553	climb
335607	dark
335709	fuel cell
335778	board game
335793	recall,recollect,remember
335797	shine,glow
335800	shine,gleam
335805	shine,excel
335812	shine,polish
335831	in case
335842	remind
335851	downplay,deemphasize
335855	teach
335883	surname,last name
335923	wheel
335930	steering wheel,wheel
335942	tall
335952	trouble,problem
335957	trouble,discomfort
335977	special
336015	rich
336030	rich,brisk
336041	tall
336072	steal,bag,pocket
336152	newton
336180	coulomb
336197	improbable,tall
336231	shout
336249	shout out,scream,yell,shout
336417	groan,grunt
336426	sweet
336535	pay
336569	sheet,bed sheet,bedsheet
336574	sheet
336627	ICAO radiotelephony spelling alphabet
336637	ISO 3166-1 codes
336658	trouble,worry
336702	win
336776	pragmatic
336790	find,come across,encounter,bump
336804	musth,must
336810	good luck,fortune
336848	less
336887	low
336900	low,depressed
336929	will
336969	will
337009	molybdenum
337090	Zurich,Zürich
337140	solar panel
337159	hopefully
337168	attack
337210	instrument
337267	place,situation,location
337283	place,position
337421	read
337435	afghani
337443	euro
337457	dram
337477	US Dollar,dollar,American dollar
337519	needle
337578	krone
337622	ruble,rouble
337658	hryvnia
337678	nightgown,nightdress
337704	night sky
337717	Belarussian,Bielorussian,White Russian,White Ruthenian,Belarusian,Belarusan,Byelorussian,Belorussian
337742	starry sky
337784	starlit
337797	Belarusian
337856	Moldavia
337925	senior,senior citizen,older adult
337928	senior
337974	Alabama
337978	Arizona
337982	Arkansas
337986	California
337990	Colorado
337994	Connecticut
337998	Delaware
338002	Hawaii
338006	Idaho
338094	spam
338097	email spam,spam
338120	while
338189	open,opened,unfastened
338249	which
338269	which
338320	neodymium
338489	the
338500	the
338511	eviction
338524	1st,first
338552	OLPC-dictionary
338592	during,whilst,while
338608	dusk,twilight
338616	dawn
338622	ribonucleic acid,RNA
338634	all-powerful,omnipotent,almighty
338962	extremely
339003	reality
339008	yours
339032	every
339067	otherwise,or,or else
339099	niobium
339161	earn,gain
339200	make,construct,produce,build
339205	owl
339210	make
339217	emergency power unit
339297	coolant
339349	phrase
339447	waiter
339531	bar
339543	Illinois
339547	Indiana
339577	farad
339609	Iowa
339613	Kansas
339617	stone
339623	firkin
339629	yard
339642	yard
339665	mile
339690	kindle,light
339782	debate,moot
339800	discussion
339816	thing
339858	nobelium
339922	server
339931	draw
339936	draw
339942	draw
339947	deduce,draw,infer
339951	tie,draw
340030	nourish,nurture,feed
340036	zigzag,serpentines
340039	zigzag,serpentine
340042	zigzag
340050	Zigzag
340067	zigzag
340099	zigzag
340221	still
340224	still
340260	winter day
340268	summer day
340276	spring day
340295	peck
340299	pint
340309	furlong
340314	chain
340321	league
340336	weber
340346	radian
340374	złoty
340386	Japanese yen,yen
340404	rand
340428	dinar
340438	dirham
340454	Luxembourgish,Luxemburgish,Luxembourgian
340492	Greenlandic,West Greenlandic,Kalaallisut
340526	Moldavian,Moldovan
340550	Kyrgyz,Kirghiz ,Kirghiz
340604	osmium
340673	effect
340683	fearsome,frightening,horrendous,horrific,direful,scary,terrible,awful
340699	drive
340716	drive
340730	drive
340736	either
340739	either
340747	end
340750	end
340757	end
340760	close,end,terminate
340776	although,though,in spite of
340796	than
340815	love,enjoy
340828	egg
340836	edge,cutting edge
340859	shelf
340873	by consequence,so,consequently,as a result,therefore,hence,thus
340905	neither
340954	electromagnetism
341019	scarf
341050	pseudonym
341201	sow
341348	enter,go in
341382	drop
341404	veracity,truthfulness
341429	sanction
341440	pleasure
341452	store,boutique,retail outlet
341457	store
341463	tidy,neat
341466	tidy
341470	pupil
341482	pascal
341506	excited
341511	rush,hasten,look sharp,festinate,hurry
341518	hurry
341526	fail
341529	fail
341539	several
341549	these
341576	Italian lira,lira
341585	becquerel
341601	lux
341617	steradian
341641	lumen
341655	disavow,abjure,disclaim,disown,deny,reject,abnegate
341669	depend
341672	depend on,depend
341676	lower
341682	shorten,abbreviate
341689	adumbrate,summarize,abbreviate,outline,sketch
341695	their
341707	successful
341721	ever
341758	palladium
341772	everlastingly,evermore,forever,eternally
341789	forever
341841	much
341850	happen,betide,befall,bechance,occur
341886	habeas corpus
341909	for,because
342038	switch on
342052	lettuce
342069	her
342084	odious,detestable,hated,reviled,unsavory
342095	button
342104	button
342109	button
342115	praseodymium
342118	button
342123	button
342131	button up,close up,fall silent
342235	heron
342303	hers
342339	him
342360	his
342406	knot
342440	knot
342445	scientist
342451	goalkeeper
342485	genocide
342493	peer review
342504	sorry
342507	sorry
342521	neuroanatomy
342535	soma
342539	soma
342543	cover
342558	outdoors,outside
342581	cover
342586	matelot
342616	high
342619	high
342624	high
342787	adolescence,teenhood
342864	forth,away,off
342868	off
343001	Armenian
343073	salad
343079	shoelace
343084	lace
343092	fruit salad,macedonia
343166	feel
343171	feel
343200	fit,suit
343208	relief,aid,ministration,help
343223	help,assistant,auxiliary
343233	promethium
343295	abbreviation
343325	ban,anathema
343330	anathema
343359	move
343394	useful
343403	threat
343414	threat,menace
343420	period,epoch,era
343457	monthlies,menorrhea,menorrhoea,menstrual period,period,menstruation,menses
343466	primate
343474	retinue
343479	effect
343500	carcass,corpse,cadaver
343542	luncheon,lunch
343595	Indo-European
343599	Romance
343604	West Germanic
343611	North Germanic
343677	parsley
343720	chives
343780	onion
343877	meet,run across,run into,come across,encounter
343889	member
343910	Wikipedia
344031	roof
344153	language isolate
344165	artificial language,constructed language,conlang,planned language
344173	Uralic language
344226	such
344234	earring
344244	breathe in,inhale
344277	breathe out,exhale
344283	hat
344311	belt
344323	umbrella
344354	have,own,possess
344357	have
344374	heart
344380	heart
344391	mend,doctor,restore,fix,touch on,repair
344431	pianoforte,piano
344471	clarinet
344475	cabbage
344530	cauliflower
344567	trumpet
344644	luggage,baggage
344656	valise
344661	trunk
344683	trunk,torso
344721	tuba
344749	trombone
344765	Limburgian,Limburgish
344788	saxophone
344824	flute
344860	bass clarinet
344878	contrabass clarinet
344882	octave
344906	tempo
344922	clef
344950	pitch
345032	videocassette recorder,VCR,video recorder
345059	audio
345067	attention
345087	apparatus
345112	brave
345116	brave
345130	magic,conjure
345219	part
345232	part
345236	swimming pool
345286	postcard
345294	only
345304	our
345325	fear
345348	appointment
345354	shower
345396	feat,accomplishment,achievement
345406	defeat
345414	protactinium
345436	victory
345510	strong,powerful,forceful
345542	firing squad
345560	rifle
345592	part
345597	rifle
345600	part
345713	set off,shoot
345721	straight on
345760	this morning
345771	sail
345774	boat,sail,navigate
345777	sail
345890	flawless,perfect
345893	perfect
345903	plenty
345906	plenty
345910	people
345923	people
345982	prize
346050	unit of time,time unit
346081	moonlight
346173	Moonlight Sonata
346179	underwrite
346185	underwriter
346189	schizophrenia
346236	ready
346250	henry
346267	siemens
346284	sievert
346299	katal
346342	behave
346514	gender,sex
346517	sex
346555	Los Angeles,City of Angels
346579	Tehran
346668	admonish,heckle,berate,lecture,harangue
346740	attack
346749	beaker
346760	understanding,comprehension
346793	almost
346871	mug
346886	F
346916	extreme
346924	block
346932	barricade,obstruct,obturate,impede,occlude,stop,jam,block off,block,blockade,bar,close up
346936	block
346943	authentic,genuine
346957	veto,block
346965	past
346991	city block,block
346995	stranger
347008	block
347013	slice of bread
347029	body
347033	boil
347037	pimple,boil,furuncle,zit
347064	radium
347193	pen
347204	jogging
347222	sunrise,sunup
347238	sunset,sundown
347303	captain,skipper
347335	pie
347396	minuscule,insignificant
347439	trout
347465	square
347472	currency
347504	certificate
347519	enthusiasm
347539	Slavic language
347551	article of furniture,piece of furniture
347573	yearning,longing
347635	square
347655	trophy
347724	memento
347738	transparent
347748	princess
347856	family
347898	agricultural farm
347915	dandy
347926	don,father
347941	against
348008	decrease
348016	shrapnel
348030	nipple,papilla
348064	ballock,bollock,ball,testicle,nut,testis,orchis
348084	pancreas
348120	jaw
348132	thyroid gland,thyroid
348156	strike
348159	strike
348162	strike
348173	wrist
348189	thigh
348203	pelvic girdle,pelvis
348225	rib
348242	laryngeal prominence,Adam's apple
348276	scrotum
348298	ankle,talocrural joint
348317	uterus,womb
348371	rhenium
348411	spinal column,spine,backbone,vertebral column
348492	race
348520	blanket
348570	sweetheart,love
348581	conversant,skilled
348605	syndrome
348656	drop
348696	drop
348808	Baltic language
348823	farrow
348995	fiddle,violin
349034	viola
349075	cello,violoncello
349118	guitar
349153	electric guitar
349299	lute
349324	balalaika
349380	rhodium
349474	own
349483	labour dispute
349501	bit,little
349517	except
349545	ersatz
349551	for example,like,for instance,such as,e.g.
349559	trousers,pants
349610	malicious,nasty,spiteful,mean
349629	sink
349639	kitchen sink
349642	kitchen sink
349660	lid
349672	locust
349774	booth,stall
349791	notary
349815	soul
349830	soul
349972	passport
349980	trench
349994	machine gun
350040	ping
350050	neologism
350079	posterity
350099	preference
350113	quote,quotation,citation
350141	basically,essentially
350159	malice
350223	ethnic cleansing,ethnic purification
350286	rob
350300	slave
350332	ballerina
350352	gallon
350379	attorney,barrister,lawyer
350413	endowment
350419	contribution,donation
350427	mathematics
350515	calculus
350567	algebra
350608	roentgenium
350670	overhaul
350681	overhaul
350686	overhaul,overtake,pass
350698	stoplight,traffic lamp,traffic signal,semaphore,traffic light,robot
350740	liquorice
350860	produce
350903	dust off,dust
351006	do
351040	blood line,stock,parentage,blood,line,lineage,line of descent,descent,bloodline
351096	bridge
351127	United Nations Secretary-General
351230	down
351286	clothe,dress
351289	clothe,dress
351360	drink,booze,fuddle
351365	drink
351389	geometry
351429	trigonometry
351462	government
351479	physical education,PE,gym
351491	cinematography,motion-picture photography
351497	journalism
351523	nazism,National Socialism
351598	fascism
351639	communism
351740	microcredit
351762	lexicology
351793	terminology
351900	rock
351922	rock music,rock
351948	divot
351973	fatalism
351999	ruthenium
352085	half
352179	calculator
352210	popular
352216	take off,remove
352232	even
352254	odd
352258	contributor,donor,benefactor
352291	accredit
352305	volcano
352314	electrical,electric
352331	they
352392	occurrence,event
352435	willow
352491	dachshund
352530	stomach
352542	ceiling
352554	bite
352601	lamb,lambkin
352640	snack
352651	symphony
352727	opera
352839	opium den
352846	opera,opera house
352855	opera
352862	opera
352870	formal
352884	unofficial,informal
352891	nationalism
352930	authoritarianism
352963	totalitarianism
353010	dictatorship
353049	dictator
353083	nightclub
353118	rush,race
353122	soviet democracy
353127	direct democracy
353150	participatory democracy
353165	representative democracy
353184	social democracy
353208	federalism
353227	tyrrany
353234	matriarchy
353258	patriarchy
353292	French fries,French fried potatoes
353322	reticent,restrained,cagey,reserved,tightlipped,tight-lipped
353334	poplar
353376	rutherfordium
353430	age
353433	age
353440	how many,how much
353553	wizard,sorcerer,magician
353584	aerate,ventilate,air out,air
353587	air,transmit,broadcast
353591	tense
353642	witch
353702	amount
353767	resolve,answer
353776	student,pupil
